sheet,subject_type,time_min,BG_mM,TG_mM,sensor_signal,signal_type
SuppFig14,normal_beagle,35.0,,0.743,,
SuppFig14,normal_beagle,36.0,,0.769,,
SuppFig14,normal_beagle,37.0,,0.799,,
SuppFig14,normal_beagle,38.0,,0.814,,
SuppFig14,normal_beagle,39.0,,0.844,,
SuppFig14,normal_beagle,40.0,12.8,0.821,,
SuppFig14,normal_beagle,41.0,,0.857,,
SuppFig14,normal_beagle,42.0,,0.89,,
SuppFig14,normal_beagle,43.0,,0.89,,
SuppFig14,normal_beagle,44.0,,0.931,,
SuppFig14,normal_beagle,45.0,,0.913,,
SuppFig14,normal_beagle,46.0,,0.95,,
SuppFig14,normal_beagle,47.0,,1.002,,
SuppFig14,normal_beagle,48.0,,0.992,,
SuppFig14,normal_beagle,49.0,,1.039,,
SuppFig14,normal_beagle,50.0,11.44,1.049,,
SuppFig14,normal_beagle,51.0,,1.081,,
SuppFig14,normal_beagle,52.0,,1.104,,
SuppFig14,normal_beagle,53.0,,1.116,,
SuppFig14,normal_beagle,54.0,,1.14,,
SuppFig14,normal_beagle,55.0,,1.139,,
SuppFig14,normal_beagle,56.0,,1.133,,
SuppFig14,normal_beagle,57.0,,1.121,,
SuppFig14,normal_beagle,58.0,,1.129,,
SuppFig14,normal_beagle,59.0,,1.121,,
SuppFig14,normal_beagle,60.0,10.96,1.123,,
SuppFig14,normal_beagle,61.0,,1.102,,
SuppFig14,normal_beagle,62.0,,1.111,,
SuppFig14,normal_beagle,63.0,,1.088,,
SuppFig14,normal_beagle,70.0,10.05,0.978,,
SuppFig14,normal_beagle,80.0,9.14,0.86,,
SuppFig14,normal_beagle,81.0,,0.847,,
SuppFig14,normal_beagle,82.0,,0.827,,
SuppFig14,normal_beagle,83.0,,0.806,,
SuppFig14,normal_beagle,84.0,,0.832,,
SuppFig14,normal_beagle,85.0,,0.79,,
SuppFig14,normal_beagle,86.0,,0.773,,
SuppFig14,normal_beagle,87.0,,0.762,,
SuppFig14,normal_beagle,88.0,,0.743,,
SuppFig14,normal_beagle,89.0,,0.737,,
SuppFig14,normal_beagle,90.0,8.46,0.712,,
SuppFig14,normal_beagle,91.0,,0.691,,
SuppFig14,normal_beagle,92.0,,0.703,,
SuppFig14,normal_beagle,93.0,,0.713,,
SuppFig14,normal_beagle,94.0,,0.69,,
SuppFig14,normal_beagle,95.0,,0.694,,
SuppFig14,normal_beagle,100.0,8.09,0.663,,
SuppFig14,normal_beagle,110.0,7.6,0.618,,
SuppFig14,normal_beagle,112.0,,0.628,,
SuppFig14,normal_beagle,113.0,,0.612,,
SuppFig14,normal_beagle,114.0,,0.622,,
SuppFig14,normal_beagle,115.0,,0.619,,
SuppFig14,normal_beagle,116.0,,0.633,,
SuppFig14,normal_beagle,117.0,,0.632,,
SuppFig14,normal_beagle,118.0,,0.609,,
SuppFig14,normal_beagle,119.0,,0.619,,
SuppFig14,normal_beagle,120.0,7.23,0.61,,
